lncRNA,Disease,PubMed ID
POT1,Esophageal Squamous Cell Carcinoma,29604464
POLR3F,Esophageal Squamous Cell Carcinoma,29604464
POLR2J4,Esophageal Squamous Cell Carcinoma,29604464
POLR2J3-207,Pterygium,33790949
POLR2E,"Thyroid Cancer, Papillary",29724531
POLR2E,Prostatic Neoplasms,30587086
POLE3,Esophageal Squamous Cell Carcinoma,29604464
PMS2P9,Atrial Fibrillation,31843366
PMS2P4,Atrial Fibrillation,31843366
PMS2P2,endometrial adenocarcinoma,31632150
PMS2P1,Esophageal Squamous Cell Carcinoma,29604464
PMP22,Uterine Cervical Neoplasms,32922596
PM20D1-AS1,Myasthenia Gravis,33543801
PM20D1,Esophageal Squamous Cell Carcinoma,29604464
PLXNC1,Esophageal Squamous Cell Carcinoma,29604464
PLVAP,Urinary Bladder Neoplasms,31054930
PLUT,Diabetes Mellitus,30139387
PLEKHM1P1,Esophageal Squamous Cell Carcinoma,29604464
PLEKHA8P1,Esophageal Squamous Cell Carcinoma,29604464
PLCD1,Esophageal Squamous Cell Carcinoma,29604464
PPIA-206,Coronary Artery Disease,31355260
PPIAP19,Atrial Fibrillation,31843366
PPIB-203,"Diabetes Mellitus, Type 1",35634499
PPIG-209,"Diabetes Mellitus, Type 1",35634499
PRO2852,Atrial Fibrillation,31843366
PRO1804,Esophageal Squamous Cell Carcinoma,29604464
PRO1804,Atrial Fibrillation,31843366
PRNCR1,Stomach Neoplasms,31288430
PRNCR1,Breast Neoplasms,32853955
PRNCR1,Lung Neoplasms,33542645
PRNCR1,Colorectal Neoplasms,31487296
PRNCR1,Sars-Cov-2 Vaccination Breakthrough Infections,36466827
PRMT1,Esophageal Squamous Cell Carcinoma,29604464
PRKY,Esophageal Squamous Cell Carcinoma,29604464
PRKCA-AS1,Rheumatic Heart Disease,34695392
PRKCA-AS1,Rheumatic Heart Disease,34482802
PRKAR1B-AS2-201,Colorectal Neoplasms,31619123
PRKAG2-222,Pterygium,33790949
PRKAB2,Esophageal Squamous Cell Carcinoma,29604464
PRH1-PRR4,Esophageal Squamous Cell Carcinoma,29604464
PRH1,Esophageal Squamous Cell Carcinoma,29604464
PRECSIT,COVID-19,34147082
PRC1-AS1,COVID-19,33520952
PPT2-EGFL8,Esophageal Squamous Cell Carcinoma,29604464
PPP4R1-AS1,Depression,34650925
PPP2R3C,Esophageal Squamous Cell Carcinoma,29604464
PPP26R1-AS0,Neuroblastoma,31920530
PPP1R8P1,Atrial Fibrillation,31843366
PPP1R3B-DT,Adenocarcinoma of Lung,35463380
PPP1CA-206,"Diabetes Mellitus, Type 1",35634499
PPIHP1,Stomach Neoplasms,30320481
PLAC9,Esophageal Squamous Cell Carcinoma,29604464
PLA1A,Esophageal Squamous Cell Carcinoma,29604464
PKM-214,"Diabetes Mellitus, Type 1",35634499
PCSEAT,Prostatic Neoplasms,31405024
PCNA-AS1,Osteoarthritis,34780784
PCMTD1-205,"Diabetes Mellitus, Type 1",35634499
PCM1-202,"Diabetes Mellitus, Type 1",35634499
PCLAF,Esophageal Squamous Cell Carcinoma,29604464
PCLAF,Uterine Cervical Neoplasms,32922596
PCGEM1,Stomach Neoplasms,31421977
PCF11-AS1,Esophageal Squamous Cell Carcinoma,29604464
PCED1B-AS1,Breast Neoplasms,31795964
PCED1B-AS1,Squamous Cell Carcinoma of Head and Neck,34976018
PCDHB5,Retinoblastoma,34419445
PCDHB18P,Esophageal Squamous Cell Carcinoma,29604464
PCBP3,Esophageal Squamous Cell Carcinoma,29604464
PCBP1-AS1-240,Pterygium,33790949
PCBP1-AS1,Breast Neoplasms,30981459
PCBP1-AS1,"Carcinoma, Hepatocellular",32753957
PCAT7,Breast Neoplasms,33401925
PCAT7,Esophageal Squamous Cell Carcinoma,29604464
PCAT7,Uterine Cervical Neoplasms,32103984
PCAT6,Triple Negative Breast Neoplasms,32308433
PCAT6,Glioblastoma,32990800
PCAT6,"Carcinoma, Non-Small-Cell Lung",32020063
PCAT29,"Depressive Disorder, Major",31351391
PCAT19,Esophageal Squamous Cell Carcinoma,29604464
PCAT19,"Carcinoma, Non-Small-Cell Lung",32020063
PCAT18,Stomach Neoplasms,32119960
PCAT14,Prostatic Neoplasms,35003397
PCAT1-228,Pterygium,33790949
PCAT1,Breast Neoplasms,32853955
PCSK2-2,Stomach Neoplasms,31819499
PKM-212,"Diabetes Mellitus, Type 1",35634499
PKM-211,"Diabetes Mellitus, Type 1",35634499
PITX1-AS1,Colorectal Neoplasms,34818221
PISRT1,Stomach Neoplasms,30320481
PINK1-AS,Multiple Sclerosis,33161812
PIK3R2,Esophageal Squamous Cell Carcinoma,29604464
PIGT,Esophageal Squamous Cell Carcinoma,29604464
PICSAR,Skin Neoplasms,34043139
PHTF1,Esophageal Squamous Cell Carcinoma,29604464
PGS1,Esophageal Squamous Cell Carcinoma,29604464
PGM5-AS1,Esophageal Squamous Cell Carcinoma,29604464
PGM5-AS1,Colorectal Neoplasms,32767323
PGM5-AS1,Colorectal Neoplasms,34212174
PGM5-AS1,"Carcinoma, Renal Cell",31858536
PGAP2,Esophageal Squamous Cell Carcinoma,29604464
PFAR,Idiopathic Pulmonary Fibrosis,31273058
PELP1,Breast Neoplasms,30953646
PEDS1,Esophageal Squamous Cell Carcinoma,29604464
PDZRN3-AS1,Esophageal Squamous Cell Carcinoma,29604464
PDXK-204,Coronary Artery Disease,31355260
PDXDC2P,Esophageal Squamous Cell Carcinoma,29604464
PDPK2P,"Carcinoma, Hepatocellular",31368655
PDIA3P1,Esophageal Squamous Cell Carcinoma,29604464
PDCL3P4,Atrial Fibrillation,31843366
PDCD4-AS1,Esophageal Squamous Cell Carcinoma,29604464
PDCD4-206,"Diabetes Mellitus, Type 1",35634499
PCTP-208,Pterygium,33790949
PRPF40A-208,"Diabetes Mellitus, Type 1",35634499
PRR5-212,Pterygium,33790949
PRR7-AS1,"Carcinoma, Hepatocellular",36059812
RAMS11,"Carcinoma, Hepatocellular",36672564
RALA-205,Pterygium,33790949
RAET1K,Adenocarcinoma of Lung,30125988
RAET1G,Esophageal Squamous Cell Carcinoma,29604464
RAD51L3-RFFL,Esophageal Squamous Cell Carcinoma,29604464
RAD51C,Breast Neoplasms,30953646
RAD51C,Esophageal Squamous Cell Carcinoma,29604464
RAD51B,Breast Neoplasms,30953646
RAD51-AS1,COVID-19,33520952
RAD51,Breast Neoplasms,30953646
RAD23A,Esophageal Squamous Cell Carcinoma,29604464
RACK1-216,"Diabetes Mellitus, Type 1",35634499
RACK1-202,"Diabetes Mellitus, Type 1",35634499
RABL3-209,Pterygium,33790949
RABGGTB-212,Pterygium,33790949
RAB4A-AS1-201,"Carcinoma, Hepatocellular",31472071
RAB24,Esophageal Squamous Cell Carcinoma,29604464
RAB23,Uterine Cervical Neoplasms,32922596
RAB11B-AS1,Esophageal Squamous Cell Carcinoma,29604464
RAB11B-203,"Diabetes Mellitus, Type 1",35634499
QARS1,Esophageal Squamous Cell Carcinoma,29604464
PYCR3,Esophageal Squamous Cell Carcinoma,29604464
PXN-AS1-L,Glioma,31696482
PWARSN,Diabetic Nephropathies,36316968
PWAR5,Esophageal Squamous Cell Carcinoma,29604464
PWAR5,Myasthenia Gravis,33543801
PVT1,Stomach Neoplasms,31966056
PVT1,Stomach Neoplasms,32951010
PVT1,Stomach Neoplasms,34546507
PVT1,Stomach Neoplasms,35414508
RAMP2-AS1,Chondrosarcoma,32368088
RAPGEF2-212,"Diabetes Mellitus, Type 1",35634499
PVT1,Colorectal Neoplasms,29888675
RAPGEF5-208,Pterygium,33790949
RGS5-204,Pterygium,33790949
RFPL3S,Lung Neoplasms,32724368
RFPL0S,Neuroblastoma,31920530
RFFL,Esophageal Squamous Cell Carcinoma,29604464
REXO11L83P,"Arthritis, Rheumatoid",32355550
RERT,Lung Neoplasms,30073577
RELCH,Esophageal Squamous Cell Carcinoma,29604464
RCN1P2,Atrial Fibrillation,31843366
RBPJ-230,Pterygium,33790949
RBP7,Esophageal Squamous Cell Carcinoma,29604464
RBMXP3,Atrial Fibrillation,31843366
RBM5-AS1,Esophageal Squamous Cell Carcinoma,29604464
RBM5,Esophageal Squamous Cell Carcinoma,29604464
RBM43P1,Atrial Fibrillation,31843366
RBM34,Esophageal Squamous Cell Carcinoma,29604464
RBM12B-AS1,Esophageal Squamous Cell Carcinoma,29604464
RBM11-203,Pterygium,33790949
RBL2-202,Coronary Artery Disease,31355260
RBBP4P1,Atrial Fibrillation,31843366
RBAT1,Urinary Bladder Neoplasms,32669100
RBAT1,ovarian carcinoma,36206099
RBAT1,Retinoblastoma,32669100
RB1,Colorectal Neoplasms,34132945
RASAL2-AS1,Esophageal Squamous Cell Carcinoma,29604464
RASA4CP,Esophageal Squamous Cell Carcinoma,29604464
RARB-207,Pterygium,33790949
PVT1,Breast Neoplasms,33670447
PVT1,Colorectal Neoplasms,31125260
PRR7-AS1-204,Adrenocortical Carcinoma,31522749
PURPL,"Carcinoma, Ovarian Epithelial",34405027
PTTG3P,"Carcinoma, Hepatocellular",32733618
PTTG3P,pancreatic ductal adenocarcinoma,33298873
PTPRM-207,Coronary Artery Disease,31355260
PTPRJ-AS1,Depression,34650925
PTPRG-AS1,"Carcinoma, Ovarian Epithelial",32844927
PTPRC-217,"Diabetes Mellitus, Type 1",35634499
PTK7,Esophageal Squamous Cell Carcinoma,29604464
PTK6,Breast Neoplasms,30953646
PTGES2-AS1-201,Colorectal Neoplasms,31619123
PTGER4P2-CDK2AP2P2,Depression,34650925
PTENP1,Breast Neoplasms,31196157
PTENP1,"Carcinoma, Hepatocellular",32733618
PTENP1,Squamous Cell Carcinoma of Head and Neck,30229832
PTCSC3,Periodontitis,31196168
PSORS1C3,Stomach Neoplasms,30320481
PSORS1C3,Adenocarcinoma of Lung,36388820
PSME3,Esophageal Squamous Cell Carcinoma,29604464
PSMD6-AS2,Esophageal Squamous Cell Carcinoma,29604464
PSMB8-205,"Diabetes Mellitus, Type 1",35634499
PSMB3,Esophageal Squamous Cell Carcinoma,29604464
PSMA6-212,"Diabetes Mellitus, Type 1",35634499
PSMA3-AS1,Sjogren's Syndrome,34284720
PSMA3,Esophageal Squamous Cell Carcinoma,29604464
PSG8-AS1,Esophageal Squamous Cell Carcinoma,29604464
PSCA,Stomach Neoplasms,34472665
PRSS23,Esophageal Squamous Cell Carcinoma,29604464
PRSS21,Esophageal Squamous Cell Carcinoma,29604464
PRRT3-AS1,Esophageal Squamous Cell Carcinoma,29604464
PTTG3P,Esophageal Squamous Cell Carcinoma,29604464
PURPL,Stomach Neoplasms,31606380
PVT1,Colorectal Neoplasms,31850702
PVT1,Myocardial Reperfusion Injury,34595225
PVT1,Colorectal Neoplasms,31509024
PVT1,Colorectal Neoplasms,30978169
PVT1,Colorectal Neoplasms,34200314
PVT1,Osteoarthritis,30126849
PVT1,"Carcinoma, Hepatocellular",30794914
PVT1,Ovarian Neoplasms,31222482
PVT1,Osteosarcoma,32021563
PVT1,Osteosarcoma,36348010
PVT1,"Leukemia, Myeloid, Acute",30943439
PVT1,Uterine Cervical Neoplasms,30134241
PVT1,Glioma,30909189
PVT1,Pancreatic Neoplasms,32499447
PVT1,Prostatic Neoplasms,30914434
PVT1,Prostatic Neoplasms,33752525
PVT1,"Diabetes Mellitus, Type 2",36565414
PVT1,"Carcinoma, Renal Cell",29725475
PVT1,Endometrial Neoplasms,36510632
PVT1,Coronary Artery Disease,32572930
PVT1,"Rhinitis, Allergic",35274773
PVT1,Essential Hypertension,35036445
PVT1,"Arthritis, Rheumatoid",32918701
PVT1,"Arthritis, Rheumatoid",34947913
PVT1,Solid Tumors,31277104
PVT1,Coronary Disease,34001726
PVT1,Myelodysplastic Syndromes,32977510
PVT1,"Pulmonary Disease, Chronic Obstructive",32342557
PVT1,"Renal Insufficiency, Chronic",34563213
PVT1,"Hyperparathyroidism, Primary",33910638
PVT1,Endometrial Neoplasms,33948369
PCAT1,Lung Neoplasms,31464517
PCAT1,Colorectal Neoplasms,31253700
PCAT1,Colorectal Neoplasms,31903119
NONHSAT243351.1,Osteoarthritis,34780784
NONHSAT240231.1,Osteoarthritis,34780784
NONHSAT240181.1,Osteoarthritis,34780784
NONHSAT239932.1,Osteoarthritis,34780784
NONHSAT239094.1,Osteoarthritis,34780784
NONHSAT239063.1,Osteoarthritis,34780784
NONHSAT239041.1,Osteoarthritis,34780784
NONHSAT238616.1,Osteoarthritis,34780784
NONHSAT238209.1,Osteoarthritis,34780784
NONHSAT237477.1,Osteoarthritis,34780784
NONHSAT237164.1,Osteoarthritis,34780784
NONHSAT236568.1,Osteoarthritis,34780784
NONHSAT236031.1,Osteoarthritis,34780784
NONHSAT235705.1,Osteoarthritis,34780784
NONHSAT235324.1,Osteoarthritis,34780784
NONHSAT235236.1,Osteoarthritis,34780784
NONHSAT234993.1,Osteoarthritis,34780784
NONHSAT234271.1,Osteoarthritis,34780784
NONHSAT233151.1,Osteoarthritis,34780784
NONHSAT231328.1,Osteoarthritis,34780784
NONHSAT230563.1,Osteoarthritis,34780784
NONHSAT230444.1,Osteoarthritis,34780784
NONHSAT230307.1,Osteoarthritis,34780784
NONHSAT228836.1,Osteoarthritis,34780784
NONHSAT228140.1,Osteoarthritis,34780784
NONHSAT228054.1,Osteoarthritis,34780784
NONHSAT225524.1,Osteoarthritis,34780784
NONHSAT223895.1,Osteoarthritis,34780784
NONHSAT223051.1,Osteoarthritis,34780784
NONHSAT222300.1,Osteoarthritis,34780784
NONHSAT242257.1,Osteoarthritis,34780784
NONHSAT243581.1,Osteoarthritis,34780784
NONHSAT217756.1,Osteoarthritis,34780784
NONHSAT247091.1,Osteoarthritis,34780784
NONRATT011770.2,Diabetic Macroangiopathy,33378343
NONRATT011382.2,Diabetic Macroangiopathy,33378343
NONRATT011006.2,Diabetic Macroangiopathy,33378343
NONRATT008127.2,Diabetic Macroangiopathy,33378343
NONRATT007737.2,Diabetic Macroangiopathy,33378343
NONRATT002575.2,Diabetic Macroangiopathy,33378343
NONRATT001894.2,Diabetic Macroangiopathy,33378343
NONO-209,"Diabetes Mellitus, Type 1",35634499
NONHSAT257306.1,Osteoarthritis,34780784
NONHSAT256947.1,Osteoarthritis,34780784
NONHSAT255712.1,Osteoarthritis,34780784
NONHSAT254902.1,Osteoarthritis,34780784
NONHSAT254297.1,Osteoarthritis,34780784
NONHSAT253077.1,Osteoarthritis,34780784
NONHSAT249921.1,Osteoarthritis,34780784
NONHSAT249585.1,Osteoarthritis,34780784
NONHSAT249490.1,Osteoarthritis,34780784
NONHSAT249191.1,Osteoarthritis,34780784
NONHSAT248508.1,Osteoarthritis,34780784
NONHSAT248435.1,Osteoarthritis,34780784
NONHSAT221279.1,Osteoarthritis,34780784
NONHSAT215760.1,Osteoarthritis,34780784
NONRATT015712.2,Diabetic Macroangiopathy,33378343
NONHSAT187505.1,Osteoarthritis,34780784
NONHSAT186987.1,Osteoarthritis,34780784
NONHSAT185165.1,Osteoarthritis,34780784
NONHSAT184725.1,Osteoarthritis,34780784
NONHSAT182106.1,Osteoarthritis,34780784
NONHSAT182018.1,Osteoarthritis,34780784
NONHSAT181500.1,Osteoarthritis,34780784
NONHSAT181097.1,Osteoarthritis,34780784
NONHSAT180518.1,Osteoarthritis,34780784
NONHSAT180440.1,Osteoarthritis,34780784
NONHSAT180241.1,Osteoarthritis,34780784
NONHSAT179991.1,Osteoarthritis,34780784
NONHSAT178815.1,Osteoarthritis,34780784
NONHSAT177640.1,Osteoarthritis,34780784
NONHSAT177424.1,Osteoarthritis,34780784
NONHSAT176942.1,Osteoarthritis,34780784
NONHSAT175998.1,Osteoarthritis,34780784
NONHSAT172819.1,Osteoarthritis,34780784
NONHSAT172363.1,Osteoarthritis,34780784
NONHSAT172067.1,Osteoarthritis,34780784
NONHSAT170313.1,Osteoarthritis,34780784
NONHSAT169547.1,Osteoarthritis,34780784
NONHSAT169379.1,Osteoarthritis,34780784
NONHSAT168924.1,Osteoarthritis,34780784
NONHSAT167947.1,Osteoarthritis,34780784
NONHSAT165012.1,Osteoarthritis,34780784
NONHSAT162018.1,Osteoarthritis,34780784
NONHSAT161665.1,Osteoarthritis,34780784
NONHSAT161250.1,Osteoarthritis,34780784
NONHSAT161143.1,Osteoarthritis,34780784
NONHSAT187424.1,Osteoarthritis,34780784
NONHSAT187625.1,Osteoarthritis,34780784
NONHSAT215688.1,Osteoarthritis,34780784
NONHSAT187986.1,Osteoarthritis,34780784
NONHSAT213964.1,Osteoarthritis,34780784
NONHSAT210135.1,Osteoarthritis,34780784
NONHSAT208559.1,Osteoarthritis,34780784
NONHSAT205684.1,Osteoarthritis,34780784
NONHSAT205148.1,Osteoarthritis,34780784
NONHSAT204786.1,Osteoarthritis,34780784
NONHSAT203741.1,Osteoarthritis,34780784
NONHSAT203522.1,Osteoarthritis,34780784
NONHSAT203023.1,Osteoarthritis,34780784
NONHSAT202731.1,Osteoarthritis,34780784
NONHSAT202671.1,Osteoarthritis,34780784
NONHSAT201647.1,Osteoarthritis,34780784
NONHSAT200911.1,Osteoarthritis,34780784
NONHSAT200068.1,Osteoarthritis,34780784
NONHSAT198457.1,Osteoarthritis,34780784
NONHSAT198396.1,Osteoarthritis,34780784
NONHSAT198072.1,Osteoarthritis,34780784
NONHSAT197978.1,Osteoarthritis,34780784
NONHSAT197222.1,Osteoarthritis,34780784
NONHSAT197122.1,Osteoarthritis,34780784
NONHSAT197031.1,Osteoarthritis,34780784
NONHSAT194833.1,Osteoarthritis,34780784
NONHSAT193889.1,Osteoarthritis,34780784
NONHSAT193704.1,Osteoarthritis,34780784
NONHSAT192306.1,Osteoarthritis,34780784
NONHSAT192208.1,Osteoarthritis,34780784
NONHSAT190138.1,Osteoarthritis,34780784
NONHSAT188665.1,Osteoarthritis,34780784
NONHSAT188610.1,Osteoarthritis,34780784
PCAT1,Squamous Cell Carcinoma of Head and Neck,31081003
PAM,Uterine Cervical Neoplasms,32922596
PABPC4-217,"Diabetes Mellitus, Type 1",35634499
PABPC1-207,"Diabetes Mellitus, Type 1",35634499
P4HB-207,Pterygium,33790949
P4HA2-AS1,Esophageal Squamous Cell Carcinoma,29604464
P2RX5-TAX1BP3,Esophageal Squamous Cell Carcinoma,29604464
P2RX4,Esophageal Squamous Cell Carcinoma,29604464
OXCT1-AS1,Urinary Bladder Neoplasms,30609030
OXCT1,Stomach Neoplasms,32523351
OTX2-AS1,lung squamous cell carcinoma,33910626
OTUD6B-AS1,"Scleroderma, Systemic",31156645
OTTHUMT00000076953,"Brain Injuries, Traumatic",30632503
OSER1-DT,"Carcinoma, Non-Small-Cell Lung",34525476
OSBPL9P4,Atrial Fibrillation,31843366
OSBPL8-208,"Diabetes Mellitus, Type 1",35634499
ORC6,Uterine Cervical Neoplasms,32922596
OR7K1P,Atrial Fibrillation,31843366
OR7E2P,Atrial Fibrillation,31843366
OR7E14P,Esophageal Squamous Cell Carcinoma,29604464
OR4F13P,Esophageal Squamous Cell Carcinoma,29604464
OR3A4P,Osteosarcoma,32082982
OIP5-AS1,Stomach Neoplasms,31982396
OIP5-AS1,Breast Neoplasms,30443959
OIP5-AS1,Bipolar Disorder,30772744
OIP5-AS1,aortic valve disease,30846207
OIP5-AS1,"Pulmonary Disease, Chronic Obstructive",34872453
OBSL1-209,Coronary Artery Disease,31355260
OBI1-AS1,Esophageal Squamous Cell Carcinoma,29604464
PABPC5-AS1-201,Pterygium,33790949
NUTM2A-AS1-234,Pterygium,33790949
PANDAR,Bipolar Disorder,30772744
PCAT1,Endometrial Neoplasms,31927050
PCAT1,Multiple Myeloma,34564896
PCAT1,"Depressive Disorder, Major",31351391
PCAT1,Prostatic Hyperplasia,32529802
PCA3,"Thyroid Carcinoma, Anaplastic",31468286
PBX4,Esophageal Squamous Cell Carcinoma,29604464
PBB12,Osteosarcoma,31894336
PAX8-AS1-202,artery disease,31807505
PAX8-AS1,Depression,34650925
PAX8-AS1,"Lymphoma, Non-Hodgkin",35938744
PASK,Stomach Neoplasms,30320481
PART1,Stomach Neoplasms,35949302
PART1,Esophageal Squamous Cell Carcinoma,29604464
PART1,Alzheimer Disease,33584243
PART1,Depression,34650925
PARP6,Esophageal Squamous Cell Carcinoma,29604464
PARP12,Esophageal Squamous Cell Carcinoma,29604464
PARP1,Glioma,31489712
PARGP1,Esophageal Squamous Cell Carcinoma,29604464
PARD6G-AS1,Esophageal Squamous Cell Carcinoma,29604464
PAQR9,Diabetic Nephropathies,31632538
PAPPA-AS1,Atrial Fibrillation,31843366
PANTR1-203,Pterygium,33790949
PANTR1,Esophageal Neoplasms,34275926
PANDAR,Stomach Neoplasms,31308753
PANDAR,Breast Neoplasms,35034894
PANDAR,Neoplasms,30775883
PANDAR,Diabetes Mellitus,30139387
PANDAR,Multiple Sclerosis,30114626
NYHA,Atrial Fibrillation,30402860
NUTM2A-AS1-210,Pterygium,33790949
NONRATT016766.2,Diabetic Macroangiopathy,33378343
NPSR1-AS1,Adenocarcinoma of Lung,36284635
NPM1P7,Atrial Fibrillation,31843366
NOTCH4,Esophageal Squamous Cell Carcinoma,29604464
Nostrill,Cryptosporidium Parvum Infection,35464447
NORAD,Breast Neoplasms,34190442
NORAD,Colorectal Neoplasms,30927333
NORAD,Colorectal Neoplasms,32703458
NORAD,Squamous Cell Carcinoma of Head and Neck,30128795
NORAD,Kidney Neoplasms,33155199
NORAD,Sjogren's Syndrome,31480511
NORAD,Coronary Disease,36319574
NORAD,COVID-19,33520952
NORAD,Sars-Cov-2 Vaccination Breakthrough Infections,36466827
NOP53-203,"Diabetes Mellitus, Type 1",35634499
NONRATT031178.2,Diabetic Macroangiopathy,33378343
NONRATT029734.2,Diabetic Macroangiopathy,33378343
NONRATT028171.2,Diabetic Macroangiopathy,33378343
NONRATT026294.2,Diabetic Macroangiopathy,33378343
NONRATT025413.2,Diabetic Macroangiopathy,33378343
NONRATT023839.2,Diabetic Macroangiopathy,33378343
NONRATT023574.2,Diabetic Macroangiopathy,33378343
NONRATT022004.2,Diabetic Macroangiopathy,33378343
NONRATT020147.2,Diabetic Macroangiopathy,33378343
NPSR1-AS1,Depression,34650925
NPSR1-AS1,Adenocarcinoma of Lung,34550610
NUTM2A-AS1,"Carcinoma, Non-Small-Cell Lung",32020063
NPSR1-AS1,Colorectal Neoplasms,34406628
NUP62CL,Uterine Cervical Neoplasms,32922596
NUP62-213,Pterygium,33790949
NUP62-205,Pterygium,33790949
NUMB-226,"Diabetes Mellitus, Type 1",35634499
NUDCP1,Atrial Fibrillation,31843366
NTT,"Fatigue Syndrome, Chronic",30119681
NTM-IT,Atrial Fibrillation,31843366
NT5C3B,Esophageal Squamous Cell Carcinoma,29604464
NSUN2,Esophageal Squamous Cell Carcinoma,29604464
NSA2-203,"Diabetes Mellitus, Type 1",35634499
NRSN2-AS1,Esophageal Squamous Cell Carcinoma,29604464
NRON,Sjogren's Syndrome,34261974
NRIR,Colorectal Neoplasms,33777763
NRIR,Squamous Cell Carcinoma of Head and Neck,30431131
NRIR,Sjogren's Syndrome,33184486
NRCP,COVID-19,33520952
NRAV,Endometrial Neoplasms,29304762
NRAV,COVID-19,33520952
NRADDP,Depression,34650925
NR2F2-AS1,Colorectal Neoplasms,32210626
NR2F2-AS1,Atrial Fibrillation,31843366
NR2F2-AS1,"Carcinoma, Renal Cell",32109138
NR2F1-AS1,Atrial Fibrillation,31843366
NR_029394,Adrenocortical Carcinoma,31522749
NR_027324,Cerebral Hemorrhage,31557399
NR_024015,Sepsis,35910890
NPY6R,Inflammatory Bowel Diseases,32547537
NPSR1-AS1,Esophageal Squamous Cell Carcinoma,29604464
RHEBP3,Atrial Fibrillation,31843366
RHOBTB1,Esophageal Squamous Cell Carcinoma,29604464
SMARCA2,"Carcinoma, Hepatocellular",36224021
SMAD4,Breast Neoplasms,30953646
SLX1B-SULT1A4,Esophageal Squamous Cell Carcinoma,29604464
SLX1A-SULT1A3,Esophageal Squamous Cell Carcinoma,29604464
SLK-203,"Diabetes Mellitus, Type 1",35634499
SLEAR,"Lupus Erythematosus, Systemic",31930717
SLCO4A1-AS1-202,Colorectal Neoplasms,31619123
SLCO4A1-AS1,Esophageal Squamous Cell Carcinoma,29604464
SLCO4A1-AS1,Colorectal Neoplasms,31853225
SLCO4A1-AS1,Squamous Cell Carcinoma of Head and Neck,34976018
SLC9A8,Esophageal Squamous Cell Carcinoma,29604464
SLC9A1,Esophageal Squamous Cell Carcinoma,29604464
SLC8A1-AS1,Esophageal Squamous Cell Carcinoma,29604464
SLC7A7,Esophageal Squamous Cell Carcinoma,29604464
SLC7A11-AS1,Esophageal Squamous Cell Carcinoma,29604464
SLC6A6,Esophageal Squamous Cell Carcinoma,29604464
SLC3A2,Esophageal Squamous Cell Carcinoma,29604464
SLC39A13,Esophageal Squamous Cell Carcinoma,29604464
SLC38A4-AS1,Sjogren's Syndrome,33184486
SLC38A2-213,"Diabetes Mellitus, Type 1",35634499
SLC37A4-221,Pterygium,33790949
SLC35A5-203,Pterygium,33790949
SLC26A4,Breast Neoplasms,34880202
SLC25A5P8,Stomach Neoplasms,30320481
SLC25A51,Esophageal Squamous Cell Carcinoma,29604464
SLC25A44,Esophageal Squamous Cell Carcinoma,29604464
SLC25A39-215,"Diabetes Mellitus, Type 1",35634499
SLC25A39-206,"Diabetes Mellitus, Type 1",35634499
SMAD5‐AS1,Stomach Neoplasms,30320481
SLC25A25-AS1,Prostatic Neoplasms,36338724
SNHG1,Urinary Bladder Neoplasms,36230661
SNHG1,colorectal adenocarcinoma,32334448
SNHG1,Neoplasms,31008944
SNHG1,Neoplasms,33294456
SNHG1,"Leukemia, Myeloid, Acute",32798387
SNHG1,"Leukemia, Myeloid, Acute",36276083
SNHG1,Glioma,30516047
SNHG1,Glioma,30728054
SNHG1,"Osteoporosis, Postmenopausal",31693735
SNHG1,Prostatic Neoplasms,32077748
SNHG1,COVID-19,33520952
SNGH16,Medulloblastoma,34533098
SND1-IT1,Esophageal Squamous Cell Carcinoma,29604464
SNAR‐A2,Stomach Neoplasms,30320481
SNAPC5,Esophageal Squamous Cell Carcinoma,29604464
SMPD4,Esophageal Squamous Cell Carcinoma,29604464
SMIM27,Esophageal Squamous Cell Carcinoma,29604464
SMIM10L2B,Esophageal Squamous Cell Carcinoma,29604464
SMILR,"Aortic Aneurysm, Thoracic",32655720
SMG7-AS1,Depression,34650925
SMG1P7,Esophageal Squamous Cell Carcinoma,29604464
SMG1P6,Esophageal Squamous Cell Carcinoma,29604464
SMG1P3,Atrial Fibrillation,31843366
SMG1P2,Esophageal Squamous Cell Carcinoma,29604464
SMCHD1-206,"Diabetes Mellitus, Type 1",35634499
SMARCE1-215,"Diabetes Mellitus, Type 1",35634499
SMARCC2,Stomach Neoplasms,31308753
SLC25A32,Esophageal Squamous Cell Carcinoma,29604464
SLC25A16-202,Coronary Artery Disease,31355260
SNHG1,Esophageal Squamous Cell Carcinoma,32021418
SEMA5A,Ovarian Neoplasms,31098301
SELL,Esophageal Squamous Cell Carcinoma,29604464
SELENOW-206,"Diabetes Mellitus, Type 1",35634499
SEC1P,Atrial Fibrillation,31843366
SDMGC,Stomach Neoplasms,34978663
SDHAP1,"Carcinoma, Non-Small-Cell Lung",34786055
SDCBP-210,"Diabetes Mellitus, Type 1",35634499
SCN7A,Uterine Cervical Neoplasms,32922596
SCN4B,Esophageal Squamous Cell Carcinoma,29604464
SCN1A-AS1-214,Pterygium,33790949
SCHLAP1,Prostatic Neoplasms,34107378
SCARNA9,Esophageal Squamous Cell Carcinoma,29604464
SCARNA9,Escherichia coli Infections,34980188
SCARNA6,Esophageal Squamous Cell Carcinoma,29604464
SCARNA6,Depression,34650925
SCARNA5,Esophageal Squamous Cell Carcinoma,29604464
SCARNA22,Depression,34650925
